Msg-id,3
Add-id,1
Campaign-Uid,3
Subscriber-Uid,1
Customer-Uid,1
Customer-Gid,1
delivery-Sid,1
Tracking-Did,1
X-CheckPoint,3
X-MAIL-CPID,3
X-Control-Analysis,3
X-Sender-Info,2
X-SecureMailgate-Domain,1
X-SecureMailgate-Username,1
X-SecureMailgate-Outgoing-Class,1
X-SecureMailgate-Outgoing-Evidence,1
X-EMarSys-Environment,27
X-MNSubjectCharset,2
X-MNBodyCharset,2
X-GatewayId,7
X-Sooma-Whitelist,1
X-MAPI-Message-Class,1
X-Irideos-Libra-ESVA-Information,1
X-Irideos-Libra-ESVA-ID,2
X-Irideos-Libra-ESVA,1
X-Irideos-Libra-ESVA-From,2
X-Irideos-Libra-ESVA-Watermark,2
X-Senderinfo,17
X-dmid,2
X-justlifestyle-MailScanner-EFA-Watermark,2
X-justlifestyle-MailScanner-EFA-From,1
X-justlifestyle-MailScanner-EFA,1
X-justlifestyle-MailScanner-EFA-ID,2
X-justlifestyle-MailScanner-EFA-Information,1
X-Mailer-SubscriberID,3
X-Sophos-OBS,1
X-CTCH-PVer,1
X-Email-Service-Provider,1
X-Publisher,1
X-Built-At,2
X-Ungapped-AccountId,3
X-Ungapped-IssueId,3
X-Ungapped-ContactId,3
X-Ungapped-IssueRecipientId,15
X-TERRACE-DUMMYSUBJECT,1
X-TERRACE-SPAMMARK,5
X-Kmail-Ops,10
X-Kmail-Relay,9
X-Kmail-Message,35
X-Kmail-Account,9
X-Spam-Report,12
X-EYOU-SPAMVALUE,1
X-EMDG-ORIGINAL-FROM,2
X-EMDG-ORIGINAL-TO,2
X-EMDG-ORIGINAL-IP,2
X-EMDG-VER,1
X-EMDG-ABROAD,1
X-EMDG-MID,2
X-EMDG-SMTPAUTH,2
X-DKIM-Results,1
X-EMarSys-Identify,47
X-FEAS-AUTH-USER,4
X-OriginalArrivalTime,37
X-IdContatto,8
Authentication-Results-Original,1
x-ms-exchange-messagesentrepresentingtype,1
X-MS-Office365-Filtering-HT,1
x-ms-oob-tlc-oobclassifiers,21
x-forefront-prvs,14
X-Microsoft-Antispam-Untrusted,1
X-Microsoft-Antispam-Message-Info-Original,5
X-Forefront-Antispam-Report-Untrusted,5
X-MS-Exchange-Transport-CrossTenantHeadersStripped,4
X-MS-Office365-Filtering-Correlation-Id-Prvs,5
X-Spam-Result,1
X-WM-Sender,28
X-Rspamd-Queue-Id,3
X-Spamd-Result,2
X-Rspamd-Server,3
X-MC-Relay,3
X-MailChannels-SenderId,7
X-MailChannels-Auth-Id,2
X-Fumbling-Print,1
X-MC-Loop-Signature,7
X-MC-Ingress-Time,7
X-SPAM-VIRUS-Scanned,2
X-Fuglu-Spamstatus,2
X-Fuglu-Suspect,4
X-Spam-RelaysUntrusted,2
X-WEBMAIL-SEND,3
X-Email,3
Message-id,30
X-SPAM-SCORE,1
X-SPAMOUT-IP,3
X-SPAMOUT-COUNTRY,3
X-SPAMOUT-FROM,3
X-SPAMOUT-RELAY,3
X-Autoreply,1
X-Sendr-Id,15
X-Spamd-Bar,2
X-ITWorxx-SpamMilter-Result,1
X-Declude-Sender,6
X-Declude-Spoolname,6
X-Declude-RefID,1
X-Declude-Note,1
X-Declude-Scan,6
X-Declude-Tests,1
X-Country-Chain,1
X-Declude-Code,1
X-Identity,4
X-Mw-Tracking-Did,2
X-Mw-Subscriber-Uid,4
X-Mw-Mailer,2
X-Mw-EBS,3
X-Mw-Delivery-Sid,3
X-Mw-Customer-Uid,3
X-Mw-Customer-Gid,2
X-Mw-Campaign-Uid,5
X-MXL-Hash,3
X-MX-Bounce,2
X-SP-METHOD,1
X-SP-LIST,1
X-SP-REPORT,2
X-SP-SUBSCRIBER,1
authentication-results,16
x-microsoft-antispam-prvs,23
x-ms-exchange-senderadcheck,1
X-MS-Exchange-CrossTenant-mailboxtype,1
X-MS-Exchange-CrossTenant-userprincipalname,22
X-campaignID,17
X-User-ID,2
X-KLMS-Rule-ID,1
X-KLMS-Message-Action,2
X-KLMS-AntiSpam-Lua-Profiles,5
X-KLMS-AntiSpam-Version,2
X-KLMS-AntiSpam-Envelope-From,4
X-KLMS-AntiSpam-Rate,2
X-KLMS-AntiSpam-Status,2
X-KLMS-AntiSpam-Method,4
X-KLMS-AntiSpam-Info,5
X-MS-Exchange-Organization-SCL,2
X-KLMS-AntiSpam-Interceptor-Info,1
X-KLMS-AntiPhishing,5
X-KLMS-AntiVirus,5
X-Destination-ID,20
X-Proofpoint-Virus-Version,7
X-Proofpoint-Spam-Details,12
X-Suspected-Spam,1
MIME-version,1
x-dkim,1
X-Errors-To,2
x-fdg-dkim,2
GSSHOPMAIL,1
gsshop-division-code,1
X-Coremail-Locale,1
X-CNFS-Analysis,5
X-HS-Cid,6
X-MCAMP-ID,24
X-LogicaIdeal-MailScanner-Information,1
X-LogicaIdeal-MailScanner-ID,1
X-LogicaIdeal-MailScanner,1
X-LogicaIdeal-MailScanner-SpamCheck,1
X-LogicaIdeal-MailScanner-From,1
X-Ip,2
X-Ip-source,1
X-MagazineId,1
X-uId,2
X-Url,1
X-Kgvw-Tracking-Did,1
X-Kgvw-Subscriber-Uid,5
X-Kgvw-Mailer,1
X-Kgvw-EBS,1
X-Kgvw-Delivery-Sid,4
X-Kgvw-Customer-Uid,1
X-Kgvw-Customer-Gid,1
X-Kgvw-Campaign-Uid,1
X-Volume,1
Bcc,5
X-mTrak-mID,10
X-mTrak-cID,1
X-TERRACE-CLASSID,1
X-Synology-MCP-Status,1
X-Synology-Spam-Flag,3
X-Synology-Spam-Status,3
X-Synology-Virus-Status,2
X-Greylist,6
X-Provags-ID,10
X-UI-Out-Filterresults,10
X-mediaBEAM-Originating-IP,1
X-mediaBEAM-AUTHID,1
X-mediaBEAM-AuthCheck,1
X-mediaBEAM-AuthScore,1
